PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
1243701 root      20   0   32.1g  76356   4984 R  81.2   0.0   0:00.13 ego-host
1243701 root      20   0   32.1g  76368   4984 R 100.0   0.0   0:05.33 ego-host
1243701 root      20   0   32.1g  76368   4984 R 100.0   0.0   0:10.51 ego-host
1243701 root      20   0   32.1g  76368   4984 R 100.0   0.0   0:15.70 ego-host
1243701 root      20   0   32.1g  76368   4984 R 100.0   0.0   0:20.89 ego-host
1243701 root      20   0   32.1g  76368   4984 R  94.1   0.0   0:26.08 ego-host
1243701 root      20   0   32.1g  76368   4984 R  94.1   0.0   0:31.27 ego-host
1243701 root      20   0   32.1g  76368   4984 R  94.1   0.0   0:36.46 ego-host
1243701 root      20   0   32.1g  76368   4984 R 100.0   0.0   0:41.66 ego-host
1243701 root      20   0   32.1g  76368   4984 R  94.1   0.0   0:46.84 ego-host
1243701 root      20   0   32.1g  76368   4984 R 100.0   0.0   0:52.04 ego-host
1243701 root      20   0   32.1g  76368   4984 R  94.1   0.0   0:57.22 ego-host
1243701 root      20   0   32.1g  76368   4984 R 100.0   0.0   1:02.42 ego-host
1243701 root      20   0   32.1g  76368   4984 R 100.0   0.0   1:07.61 ego-host
