PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 778669 root      20   0   32.1g  76228   4888 R  81.2   0.0   0:00.13 ego-host
 778669 root      20   0   32.1g  76240   4888 R 100.0   0.0   0:05.32 ego-host
 778669 root      20   0   32.1g  76240   4888 R 100.0   0.0   0:10.51 ego-host
 778669 root      20   0   32.1g  76240   4888 R 100.0   0.0   0:15.70 ego-host
 778669 root      20   0   32.1g  76240   4888 R  94.1   0.0   0:20.89 ego-host
 778669 root      20   0   32.1g  76240   4888 R 100.0   0.0   0:26.07 ego-host
 778669 root      20   0   32.1g  76240   4888 R 100.0   0.0   0:31.27 ego-host
 778669 root      20   0   32.1g  76240   4888 R 100.0   0.0   0:36.46 ego-host
 778669 root      20   0   32.1g  76240   4888 R 100.0   0.0   0:41.64 ego-host
 778669 root      20   0   32.1g  76240   4888 R  94.1   0.0   0:46.83 ego-host
 778669 root      20   0   32.1g  76240   4888 R  94.1   0.0   0:52.02 ego-host
 778669 root      20   0   32.1g  76240   4888 R  94.1   0.0   0:57.21 ego-host
 778669 root      20   0   32.1g  76240   4888 R  94.1   0.0   1:02.40 ego-host
 778669 root      20   0   32.1g  76240   4888 R 100.0   0.0   1:07.59 ego-host
 778669 root      20   0   32.1g  76240   4888 R  94.1   0.0   1:12.78 ego-host
 778669 root      20   0   32.1g  76240   4888 R 100.0   0.0   1:17.97 ego-host
 778669 root      20   0   34.0g   6000   5088 S 281.2   0.0   1:26.37 ego-host
 778669 root      20   0   34.0g   6000   5088 S 268.8   0.0   1:39.72 ego-host
 778669 root      20   0   34.0g   6000   5088 S 252.9   0.0   1:53.29 ego-host
 778669 root      20   0   34.0g   6000   5088 S 243.8   0.0   2:06.62 ego-host
 778669 root      20   0   34.0g   6000   5088 S 237.5   0.0   2:20.26 ego-host
 778669 root      20   0   34.0g   6000   5088 S 262.5   0.0   2:34.14 ego-host
 778669 root      20   0   34.0g   6000   5088 S 276.5   0.0   2:47.76 ego-host
 778669 root      20   0   34.0g   6000   5088 S 247.1   0.0   3:01.48 ego-host
 778669 root      20   0   34.0g   6000   5088 S 237.5   0.0   3:15.36 ego-host
 778669 root      20   0   34.0g   6000   5088 S 268.8   0.0   3:29.09 ego-host
 778669 root      20   0   34.0g   6000   5088 S 247.1   0.0   3:43.03 ego-host
 778669 root      20   0   34.0g   6000   5088 S 262.5   0.0   3:56.55 ego-host
 778669 root      20   0   34.0g   6000   5088 S 243.8   0.0   4:10.26 ego-host
 778669 root      20   0   34.0g   6000   5088 S 287.5   0.0   4:23.90 ego-host
 778669 root      20   0   34.0g   6000   5088 S 217.6   0.0   4:37.72 ego-host
 778669 root      20   0   34.0g   6000   5088 S 258.8   0.0   4:51.83 ego-host
 778669 root      20   0   34.0g   6000   5088 S 268.8   0.0   5:05.29 ego-host
 778669 root      20   0   34.0g   6000   5088 S 275.0   0.0   5:19.06 ego-host
 778669 root      20   0   34.0g   6000   5088 S 300.0   0.0   5:32.78 ego-host
 778669 root      20   0   34.0g   6000   5088 S 256.2   0.0   5:46.35 ego-host
 778669 root      20   0   34.0g   6000   5088 S 331.2   0.0   5:59.87 ego-host
 778669 root      20   0   34.0g   6000   5088 S 252.9   0.0   6:13.92 ego-host
 778669 root      20   0   34.0g   6000   5088 S 250.0   0.0   6:27.24 ego-host
 778669 root      20   0   34.0g   6000   5088 S 318.8   0.0   6:41.25 ego-host
 778669 root      20   0   34.0g   6000   5088 S 262.5   0.0   6:54.90 ego-host
 778669 root      20   0   34.0g   6000   5088 S 247.1   0.0   7:08.58 ego-host
 778669 root      20   0   34.0g   6000   5088 S 243.8   0.0   7:22.21 ego-host
 778669 root      20   0   34.0g   6000   5088 S 262.5   0.0   7:36.40 ego-host
 778669 root      20   0   34.0g   6000   5088 S 287.5   0.0   7:50.03 ego-host
 778669 root      20   0   34.0g   6000   5088 S 268.8   0.0   8:03.90 ego-host
 778669 root      20   0   34.0g   6000   5088 S 270.6   0.0   8:17.72 ego-host
 778669 root      20   0   34.0g   6000   5088 S 241.2   0.0   8:31.70 ego-host
 778669 root      20   0   34.0g   6000   5088 S 237.5   0.0   8:45.26 ego-host
 778669 root      20   0       0      0      0 R  94.1   0.0   8:56.15 ego-host
