PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 969765 root      20   0   32.1g  78620   7288 R  81.2   0.0   0:00.13 ego-host
 969765 root      20   0   32.1g   7.1g   7.0g R 100.0   1.4   0:05.32 ego-host
 969765 root      20   0   32.1g  14.1g  14.1g R 100.0   2.8   0:10.51 ego-host
 969765 root      20   0   32.1g  21.2g  21.1g R 100.0   4.2   0:15.70 ego-host
 969765 root      20   0   32.1g  28.3g  28.2g R  94.1   5.7   0:20.89 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 782.4   6.3   0:38.16 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3   1:22.60 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 875.0   6.3   2:07.25 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 831.2   6.3   2:51.61 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3   3:36.30 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 862.5   6.3   4:20.51 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 843.8   6.3   5:04.97 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3   5:49.66 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 788.2   6.3   6:34.22 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 800.0   6.3   7:18.50 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 817.6   6.3   8:03.00 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 823.5   6.3   8:47.55 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 970.6   6.3   9:32.72 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  10:17.18 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 800.0   6.3  11:02.02 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 988.2   6.3  11:46.60 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 794.1   6.3  12:31.10 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 800.0   6.3  13:15.73 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 800.0   6.3  14:00.63 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  14:45.48 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 868.8   6.3  15:29.59 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 982.4   6.3  16:14.30 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  16:58.77 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  17:43.20 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 794.1   6.3  18:27.45 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1012   6.3  19:12.24 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1075   6.3  19:56.77 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 823.5   6.3  20:41.26 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 841.2   6.3  21:26.03 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 993.8   6.3  22:09.99 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  22:53.69 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 794.1   6.3  23:37.61 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  24:21.52 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 788.2   6.3  25:05.78 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  25:50.44 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 817.6   6.3  26:35.30 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1047   6.3  27:20.14 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 788.2   6.3  28:04.38 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 817.6   6.3  28:48.48 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  29:33.08 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 794.1   6.3  30:16.72 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 794.1   6.3  31:00.28 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  31:44.55 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  32:29.02 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 970.6   6.3  33:13.65 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 794.1   6.3  33:58.00 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 823.5   6.3  34:41.96 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1018   6.3  35:26.78 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1041   6.3  36:11.44 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 823.5   6.3  36:55.97 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 800.0   6.3  37:40.25 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  38:24.75 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  39:09.03 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  39:53.20 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 800.0   6.3  40:37.24 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 794.1   6.3  41:21.16 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 788.2   6.3  42:05.28 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 893.8   6.3  42:50.08 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 850.0   6.3  43:34.03 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 831.2   6.3  44:17.72 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 812.5   6.3  45:01.84 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 782.4   6.3  45:45.60 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 776.5   6.3  46:29.19 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 794.1   6.3  47:13.13 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 788.2   6.3  47:57.22 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 856.2   6.3  48:41.62 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 862.5   6.3  49:25.77 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1069   6.3  50:10.10 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 856.2   6.3  50:54.29 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 868.8   6.3  51:38.24 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  52:22.67 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 823.5   6.3  53:06.91 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  53:52.13 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1047   6.3  54:37.29 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 850.0   6.3  55:22.25 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 887.5   6.3  56:07.23 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  56:51.79 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 800.0   6.3  57:36.25 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 817.6   6.3  58:21.35 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 835.3   6.3  59:06.23 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 835.3   6.3  59:50.50 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  60:35.19 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  61:20.02 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 823.5   6.3  62:04.66 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 841.2   6.3  62:49.63 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 841.2   6.3  63:34.08 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 856.2   6.3  64:18.69 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 850.0   6.3  65:03.05 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 862.5   6.3  65:47.47 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 875.0   6.3  66:32.30 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 856.2   6.3  67:17.25 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  68:01.82 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 856.2   6.3  68:46.48 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1118   6.3  69:31.59 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1075   6.3  70:16.54 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 864.7   6.3  71:01.05 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S  1076   6.3  71:46.34 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  72:31.38 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  73:16.27 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 817.6   6.3  74:01.08 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  74:45.89 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 811.8   6.3  75:30.91 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 823.5   6.3  76:15.95 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 862.5   6.3  77:01.22 ego-host
 969765 root      20   0   34.0g  31.4g  31.4g S 805.9   6.3  77:46.04 ego-host
