PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
1141517 root      20   0   32.1g  78372   7040 R  81.2   0.0   0:00.13 ego-host
1141517 root      20   0   32.1g   6.9g   6.9g R 100.0   1.4   0:05.32 ego-host
1141517 root      20   0   32.1g  14.0g  13.9g R 100.0   2.8   0:10.51 ego-host
1141517 root      20   0   32.1g  21.1g  21.0g R 100.0   4.2   0:15.70 ego-host
1141517 root      20   0   32.1g  28.2g  28.1g R  94.1   5.6   0:20.89 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 441.2   6.3   0:28.03 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 100.0   6.3   0:35.11 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 400.0   6.3   0:50.41 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 382.4   6.3   1:10.89 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 411.8   6.3   1:32.59 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 376.5   6.3   1:52.60 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 382.4   6.3   2:12.94 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 376.5   6.3   2:34.39 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3   2:53.96 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 376.5   6.3   3:16.24 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 370.6   6.3   3:36.09 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 417.6   6.3   3:59.33 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 400.0   6.3   4:20.78 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 425.0   6.3   4:43.85 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 411.8   6.3   5:05.70 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 411.8   6.3   5:28.07 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 376.5   6.3   5:51.49 ego-host
1141517 root      20   0   34.0g  31.4g  31.4g S 400.0   6.3   6:11.59 ego-host
