PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 874474 root      20   0   32.1g  77272   5940 R  76.5   0.0   0:00.13 ego-host
 874474 root      20   0   32.1g   7.0g   7.0g R  94.1   1.4   0:05.32 ego-host
 874474 root      20   0   32.1g  14.1g  14.0g R 100.0   2.8   0:10.51 ego-host
 874474 root      20   0   32.1g  21.1g  21.0g R 100.0   4.2   0:15.70 ego-host
 874474 root      20   0   32.1g  28.1g  28.1g R 100.0   5.6   0:20.89 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 652.9   6.3   0:38.42 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 658.8   6.3   1:11.96 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 637.5   6.3   1:45.53 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 600.0   6.3   2:18.43 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 670.6   6.3   2:51.81 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 629.4   6.3   3:25.15 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 594.1   6.3   3:58.41 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 650.0   6.3   4:31.52 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 643.8   6.3   5:04.49 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 681.2   6.3   5:37.81 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 656.2   6.3   6:11.26 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 681.2   6.3   6:44.61 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 687.5   6.3   7:17.82 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 650.0   6.3   7:51.24 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 617.6   6.3   8:24.58 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 623.5   6.3   8:57.93 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 617.6   6.3   9:31.56 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 611.8   6.3  10:04.80 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 594.1   6.3  10:37.92 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 582.4   6.3  11:11.11 ego-host
 874474 root      20   0   34.0g  31.4g  31.4g S 600.0   6.3  11:44.41 ego-host
