PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
1231894 root      20   0   32.1g   5.1g   5.0g R 100.0   1.0   0:05.09 ego-host
1231894 root      20   0   32.1g  12.2g  12.1g R 100.0   2.4   0:10.28 ego-host
1231894 root      20   0   32.1g  19.3g  19.2g R 100.0   3.9   0:15.47 ego-host
1231894 root      20   0   32.1g  26.3g  26.2g R  94.1   5.3   0:20.65 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 100.0   6.3   0:26.71 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 100.0   6.3   0:34.96 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 600.0   6.3   0:50.38 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 558.8   6.3   1:22.46 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 594.1   6.3   1:54.95 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 588.2   6.3   2:26.21 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 588.2   6.3   2:59.76 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 588.2   6.3   3:33.53 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 625.0   6.3   4:04.88 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 612.5   6.3   4:37.95 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 600.0   6.3   5:11.92 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 605.9   6.3   5:43.78 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 582.4   6.3   6:17.08 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 600.0   6.3   6:51.18 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 582.4   6.3   7:22.87 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 625.0   6.3   7:56.08 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 611.8   6.3   8:30.35 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 670.6   6.3   9:04.31 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 643.8   6.3   9:36.16 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 594.1   6.3  10:10.04 ego-host
1231894 root      20   0   34.0g  31.4g  31.4g S 594.1   6.3  10:41.79 ego-host
