PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1087:23 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1088:27 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1212   6.3   1089:29 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1090:33 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1091:35 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1092:38 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1093:42 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1094:44 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1288   6.3   1095:48 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1096:50 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1097:52 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1098:56 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1099:58 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1219   6.3   1101:02 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1102:05 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1103:07 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1104:11 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1105:13 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1165   6.3   1106:17 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1238   6.3   1107:20 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1108:22 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1109:26 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1212   6.3   1110:27 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1106   6.3   1111:31 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1112:34 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1113:36 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1238   6.3   1114:40 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1219   6.3   1115:43 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1225   6.3   1116:45 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1117:49 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1118:52 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1119:56 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1120:58 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1122:01 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1225   6.3   1123:05 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1124:07 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1176   6.3   1125:11 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1126:14 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1127:17 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1128:21 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1129:23 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1224   6.3   1130:27 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1131:30 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1238   6.3   1132:32 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1238   6.3   1133:37 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1134:39 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1118   6.3   1135:43 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1136:45 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1137:48 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1138:51 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1219   6.3   1139:54 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1206   6.3   1140:58 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1225   6.3   1142:00 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1225   6.3   1143:03 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1144:07 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1145:10 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1176   6.3   1146:14 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1165   6.3   1147:16 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1148:19 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1165   6.3   1149:23 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1212   6.3   1150:25 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1150   6.3   1151:29 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1152:31 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1153:33 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1135   6.3   1154:37 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1155:39 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1225   6.3   1156:44 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1157:46 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1158:48 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1165   6.3   1159:52 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1250   6.3   1160:55 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1244   6.3   1161:59 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1163:01 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1164:03 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1165   6.3   1165:07 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1166:10 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1165   6.3   1167:14 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1135   6.3   1168:16 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1169:18 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1225   6.3   1170:22 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1225   6.3   1171:24 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1212   6.3   1172:28 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1173:30 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1174:32 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1175:36 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1171   6.3   1176:39 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1219   6.3   1177:43 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1178:46 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1179:48 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1180:52 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1181:54 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1281   6.3   1182:59 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1206   6.3   1184:01 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1212   6.3   1185:04 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1186:08 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1129   6.3   1187:10 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1241   6.3   1188:14 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1165   6.3   1189:17 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1190:20 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1219   6.3   1191:25 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1171   6.3   1192:27 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1165   6.3   1193:30 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1147   6.3   1194:34 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1176   6.3   1195:37 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1250   6.3   1196:41 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1197:43 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1238   6.3   1198:46 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1225   6.3   1199:50 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1238   6.3   1200:53 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1244   6.3   1201:56 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1202:58 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1159   6.3   1204:01 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1165   6.3   1205:05 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1206:08 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1207:12 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1153   6.3   1208:14 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1141   6.3   1209:17 ego-host
1351211 root      20   0   34.0g  31.4g  31.4g S  1231   6.3   1210:21 ego-host
1351211 root      20   0       0      0      0 R  93.8   0.0   1211:01 ego-host
