 805936 root      20   0 3713564  13168   2276 S 737.5   0.0   0:01.23 mini-li
 805936 root      20   0 3935528  13976   2276 R 817.6   0.0   0:45.57 mini-li
 805936 root      20   0 3935528  12376   2276 S 800.0   0.0   1:29.47 mini-li
 805936 root      20   0 4009516  14044   2276 S 868.8   0.0   2:14.09 mini-li
 805936 root      20   0 4083504  12836   2276 S 875.0   0.0   2:58.48 mini-li
 805936 root      20   0 4083504  14208   2276 S 875.0   0.0   3:43.19 mini-li
 805936 root      20   0 4083504  13204   2276 S 887.5   0.0   4:27.19 mini-li
 805936 root      20   0 4157236  12516   2276 S 841.2   0.0   5:11.93 mini-li
 805936 root      20   0 4157236  12140   2276 S 829.4   0.0   5:57.08 mini-li
 805936 root      20   0 4304700  13604   2276 R 870.6   0.0   6:42.54 mini-li
 805936 root      20   0 4304700  11912   2276 R 835.3   0.0   7:26.91 mini-li
 805936 root      20   0 4304700  12860   2276 S 829.4   0.0   8:12.02 mini-li
 805936 root      20   0 4378432  12852   2276 S 893.8   0.0   8:57.48 mini-li
 805936 root      20   0 4378432  12620   2276 S 835.3   0.0   9:42.82 mini-li
 805936 root      20   0 4452164  13160   2276 R 847.1   0.0  10:27.96 mini-li
 805936 root      20   0 4452164  12504   2276 S 870.6   0.0  11:12.84 mini-li
 805936 root      20   0 4452164  12424   2276 S 870.6   0.0  11:58.13 mini-li
 805936 root      20   0 4452164  12524   2276 S 906.2   0.0  12:43.46 mini-li
 805936 root      20   0 4452164  13232   2276 S 800.0   0.0  13:27.87 mini-li
 805936 root      20   0 4452164  12924   2276 S 770.6   0.0  14:10.72 mini-li
 805936 root      20   0 4452164  12748   2276 S 770.6   0.0  14:53.48 mini-li
 805936 root      20   0 4452164  13628   2276 S 800.0   0.0  15:35.82 mini-li
 805936 root      20   0 4452164  11576   2276 S 747.1   0.0  16:19.22 mini-li
 805936 root      20   0 4452164  12928   2276 S 805.9   0.0  17:02.73 mini-li
 805936 root      20   0 4452164  12556   2276 S 764.7   0.0  17:45.89 mini-li
 805936 root      20   0 4452164  13552   2276 S 835.3   0.0  18:29.21 mini-li
 805936 root      20   0 4452164  12684   2276 S 782.4   0.0  19:11.87 mini-li
 805936 root      20   0 4452164  12808   2276 S 782.4   0.0  19:54.39 mini-li
 805936 root      20   0 4452164  12736   2276 S 764.7   0.0  20:36.48 mini-li
 805936 root      20   0 4452164  11900   2276 S 764.7   0.0  21:18.42 mini-li
 805936 root      20   0 4452164  12784   2276 S 776.5   0.0  22:00.09 mini-li
 805936 root      20   0 4452164  13816   2276 S 831.2   0.0  22:42.65 mini-li
 805936 root      20   0 4452164  12504   2276 R 817.6   0.0  23:23.98 mini-li
 805936 root      20   0 4452164  12448   2276 S 747.1   0.0  24:05.79 mini-li
 805936 root      20   0 4452164  12580   2276 S 782.4   0.0  24:47.88 mini-li
 805936 root      20   0 4452164  12080   2276 S 747.1   0.0  25:30.53 mini-li
 805936 root      20   0 4452164  12552   2276 S 782.4   0.0  26:13.13 mini-li
 805936 root      20   0 4452164  14440   2276 S 747.1   0.0  26:54.86 mini-li
 805936 root      20   0 4452164  12540   2276 S 770.6   0.0  27:37.26 mini-li
 805936 root      20   0 4452164  13244   2276 S 782.4   0.0  28:19.76 mini-li
 805936 root      20   0 4452164  12924   2276 S 764.7   0.0  29:02.14 mini-li
PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 805936 root      20   0 3713564  13168   2276 S 737.5   0.0   0:01.23 mini-li
 805936 root      20   0 3935528  13976   2276 R 817.6   0.0   0:45.57 mini-li
 805936 root      20   0 3935528  12376   2276 S 800.0   0.0   1:29.47 mini-li
 805936 root      20   0 4009516  14044   2276 S 868.8   0.0   2:14.09 mini-li
 805936 root      20   0 4083504  12836   2276 S 875.0   0.0   2:58.48 mini-li
 805936 root      20   0 4083504  14208   2276 S 875.0   0.0   3:43.19 mini-li
 805936 root      20   0 4083504  13204   2276 S 887.5   0.0   4:27.19 mini-li
 805936 root      20   0 4157236  12516   2276 S 841.2   0.0   5:11.93 mini-li
 805936 root      20   0 4157236  12140   2276 S 829.4   0.0   5:57.08 mini-li
 805936 root      20   0 4304700  13604   2276 R 870.6   0.0   6:42.54 mini-li
 805936 root      20   0 4304700  11912   2276 R 835.3   0.0   7:26.91 mini-li
 805936 root      20   0 4304700  12860   2276 S 829.4   0.0   8:12.02 mini-li
 805936 root      20   0 4378432  12852   2276 S 893.8   0.0   8:57.48 mini-li
 805936 root      20   0 4378432  12620   2276 S 835.3   0.0   9:42.82 mini-li
 805936 root      20   0 4452164  13160   2276 R 847.1   0.0  10:27.96 mini-li
 805936 root      20   0 4452164  12504   2276 S 870.6   0.0  11:12.84 mini-li
 805936 root      20   0 4452164  12424   2276 S 870.6   0.0  11:58.13 mini-li
 805936 root      20   0 4452164  12524   2276 S 906.2   0.0  12:43.46 mini-li
 805936 root      20   0 4452164  13232   2276 S 800.0   0.0  13:27.87 mini-li
 805936 root      20   0 4452164  12924   2276 S 770.6   0.0  14:10.72 mini-li
 805936 root      20   0 4452164  12748   2276 S 770.6   0.0  14:53.48 mini-li
 805936 root      20   0 4452164  13628   2276 S 800.0   0.0  15:35.82 mini-li
 805936 root      20   0 4452164  11576   2276 S 747.1   0.0  16:19.22 mini-li
 805936 root      20   0 4452164  12928   2276 S 805.9   0.0  17:02.73 mini-li
 805936 root      20   0 4452164  12556   2276 S 764.7   0.0  17:45.89 mini-li
 805936 root      20   0 4452164  13552   2276 S 835.3   0.0  18:29.21 mini-li
 805936 root      20   0 4452164  12684   2276 S 782.4   0.0  19:11.87 mini-li
 805936 root      20   0 4452164  12808   2276 S 782.4   0.0  19:54.39 mini-li
 805936 root      20   0 4452164  12736   2276 S 764.7   0.0  20:36.48 mini-li
 805936 root      20   0 4452164  11900   2276 S 764.7   0.0  21:18.42 mini-li
 805936 root      20   0 4452164  12784   2276 S 776.5   0.0  22:00.09 mini-li
 805936 root      20   0 4452164  13816   2276 S 831.2   0.0  22:42.65 mini-li
 805936 root      20   0 4452164  12504   2276 R 817.6   0.0  23:23.98 mini-li
 805936 root      20   0 4452164  12448   2276 S 747.1   0.0  24:05.79 mini-li
 805936 root      20   0 4452164  12580   2276 S 782.4   0.0  24:47.88 mini-li
 805936 root      20   0 4452164  12080   2276 S 747.1   0.0  25:30.53 mini-li
 805936 root      20   0 4452164  12552   2276 S 782.4   0.0  26:13.13 mini-li
 805936 root      20   0 4452164  14440   2276 S 747.1   0.0  26:54.86 mini-li
 805936 root      20   0 4452164  12540   2276 S 770.6   0.0  27:37.26 mini-li
 805936 root      20   0 4452164  13244   2276 S 782.4   0.0  28:19.76 mini-li
 805936 root      20   0 4452164  12924   2276 S 764.7   0.0  29:02.14 mini-li
