PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 874074 root      20   0 2304988  55676   3196 R 293.8   0.0   0:00.47 exe
 874074 root      20   0 5341008 104852   3196 S 676.5   0.0   0:36.66 exe
 874074 root      20   0 5670276 110180   3248 S 762.5   0.0   1:17.72 exe
 874074 root      20   0 5801964 111048   3248 S 862.5   0.0   1:57.29 exe
 874074 root      20   0 5999752 111180   3248 S 825.0   0.0   2:37.62 exe
 874074 root      20   0 5999752 111344   3248 S 850.0   0.0   3:16.62 exe
 874074 root      20   0 6197548 111512   3248 S 700.0   0.0   3:57.60 exe
 874074 root      20   0 6197548 111512   3248 S 775.0   0.0   4:36.97 exe
 874074 root      20   0 6197548 111788   3248 S 987.5   0.0   5:15.88 exe
 874074 root      20   0 6197548 111944   3248 S 787.5   0.0   5:56.88 exe
 874074 root      20   0 6197548 111944   3248 S 762.5   0.0   6:38.45 exe
 874074 root      20   0 6197548 111948   3248 S 741.2   0.0   7:19.54 exe
 874074 root      20   0 6658712 113120   3248 S 731.2   0.0   8:01.15 exe
 874074 root      20   0 6659224 113416   3248 S 670.6   0.0   8:39.86 exe
 874074 root      20   0 6659224 113416   3248 S 758.8   0.0   9:22.15 exe
 874074 root      20   0 6659224 113424   3248 S 794.1   0.0  10:02.50 exe
 874074 root      20   0 6922600 113500   3248 S 688.2   0.0  10:43.98 exe
 874074 root      20   0 6922600 113500   3248 S 658.8   0.0  11:24.05 exe
 874074 root      20   0 6922600 113500   3248 R 823.5   0.0  12:04.75 exe
 874074 root      20   0 6922608 113868   3248 R 688.2   0.0  12:43.70 exe
 874074 root      20   0 6922864 113868   3248 S 641.2   0.0  13:21.96 exe
 874074 root      20   0 6922864 113868   3248 R 723.5   0.0  14:00.17 exe
 874074 root      20   0 6922864 113868   3248 S 658.8   0.0  14:38.59 exe
 874074 root      20   0 6923120 113868   3248 S 711.8   0.0  15:18.23 exe
 874074 root      20   0 6923120 113868   3248 R 576.5   0.0  15:57.33 exe
 874074 root      20   0 6923120 113868   3248 S 652.9   0.0  16:35.92 exe
