PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 805806 root      20   0 2304720  23032   3232 S 456.2   0.0   0:00.73 exe
 805806 root      20   0 3622848  31624   3232 S 668.8   0.0   0:34.69 exe
 805806 root      20   0 3622848  32760   3232 S 681.2   0.0   1:09.75 exe
 805806 root      20   0 3622848  33740   3264 S 643.8   0.0   1:44.45 exe
 805806 root      20   0 3622848  33744   3264 S 658.8   0.0   2:19.31 exe
 805806 root      20   0 3688700  34560   3264 S 668.8   0.0   2:53.87 exe
 805806 root      20   0 3754544  34612   3264 S 700.0   0.0   3:29.04 exe
 805806 root      20   0 3754800  34612   3264 S 700.0   0.0   4:04.43 exe
 805806 root      20   0 3754800  35148   3264 S 594.1   0.0   4:39.21 exe
 805806 root      20   0 3820900  35164   3264 S 668.8   0.0   5:14.72 exe
 805806 root      20   0 3820900  35264   3264 R 623.5   0.0   5:50.47 exe
 805806 root      20   0 3820900  35264   3264 R 737.5   0.0   6:25.73 exe
 805806 root      20   0 3820900  35264   3264 S 693.8   0.0   7:01.09 exe
 805806 root      20   0 3820900  35264   3264 S 662.5   0.0   7:36.34 exe
 805806 root      20   0 3820900  35264   3264 S 623.5   0.0   8:11.28 exe
 805806 root      20   0 3820900  35264   3264 S 664.7   0.0   8:46.64 exe
 805806 root      20   0 3820900  35264   3264 R 687.5   0.0   9:21.84 exe
 805806 root      20   0 3820900  35264   3264 S 693.8   0.0   9:57.27 exe
 805806 root      20   0 3820900  35288   3264 R 656.2   0.0  10:31.88 exe
 805806 root      20   0 3820900  35288   3264 S 662.5   0.0  11:07.28 exe
 805806 root      20   0 3820900  35288   3264 S 668.8   0.0  11:42.66 exe
 805806 root      20   0 3820900  35288   3264 R 718.8   0.0  12:17.78 exe
 805806 root      20   0 3820900  35288   3264 S 662.5   0.0  12:53.20 exe
 805806 root      20   0 3820900  35712   3264 R 658.8   0.0  13:28.64 exe
 805806 root      20   0 3820900  35756   3264 S 687.5   0.0  14:03.92 exe
 805806 root      20   0 3820900  35764   3264 R 629.4   0.0  14:38.97 exe
 805806 root      20   0 3820900  35764   3264 S 668.8   0.0  15:14.29 exe
 805806 root      20   0 3820900  35764   3264 S 629.4   0.0  15:49.71 exe
 805806 root      20   0 3820900  35988   3264 S 681.2   0.0  16:24.71 exe
 805806 root      20   0 3820900  36404   3264 S 635.3   0.0  17:00.19 exe
 805806 root      20   0 3820900  36404   3264 R 588.2   0.0  17:35.71 exe
 805806 root      20   0 3820900  36780   3264 S 643.8   0.0  18:10.99 exe
 805806 root      20   0 3820900  36872   3264 S 658.8   0.0  18:46.55 exe
 805806 root      20   0 3820900  36924   3264 S 658.8   0.0  19:22.08 exe
 805806 root      20   0 3820900  36964   3264 S 700.0   0.0  19:57.02 exe
