PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 961662 root      20   0   32.1g  76140   4808 R  70.6   0.0   0:00.12 ego-host
 961662 root      20   0   32.1g   6.9g   6.8g R 100.0   1.4   0:05.32 ego-host
 961662 root      20   0   32.1g  13.8g  13.7g R 100.0   2.8   0:10.51 ego-host
 961662 root      20   0   32.1g  20.7g  20.6g R 100.0   4.1   0:15.70 ego-host
 961662 root      20   0   32.1g  27.6g  27.5g R 100.0   5.5   0:20.89 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 381.2   6.3   0:29.85 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 358.8   6.3   0:52.42 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 723.5   6.3   1:15.64 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 394.1   6.3   1:38.16 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 381.2   6.3   2:00.64 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 368.8   6.3   2:23.11 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3   2:45.64 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 611.8   6.3   3:08.39 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 364.7   6.3   3:30.45 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 368.8   6.3   3:52.98 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 375.0   6.3   4:15.39 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 635.3   6.3   4:38.29 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 405.9   6.3   5:01.02 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3   5:23.37 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3   5:45.71 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 635.3   6.3   6:08.32 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 368.8   6.3   6:30.61 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 364.7   6.3   6:53.01 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 637.5   6.3   7:15.56 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 370.6   6.3   7:37.80 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 347.1   6.3   7:59.80 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 725.0   6.3   8:22.64 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 611.8   6.3   8:45.03 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 723.5   6.3   9:07.84 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 417.6   6.3   9:30.83 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3   9:53.37 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 381.2   6.3  10:16.02 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 364.7   6.3  10:38.73 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 647.1   6.3  11:01.76 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 375.0   6.3  11:23.98 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3  11:46.22 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 341.2   6.3  12:08.94 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 605.9   6.3  12:31.96 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 358.8   6.3  12:54.25 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 368.8   6.3  13:16.71 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 347.1   6.3  13:39.06 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 652.9   6.3  14:01.97 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 347.1   6.3  14:24.41 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3  14:46.85 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 631.2   6.3  15:09.39 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 375.0   6.3  15:31.59 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3  15:53.84 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 600.0   6.3  16:16.94 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 464.7   6.3  16:39.69 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 358.8   6.3  17:02.15 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3  17:24.43 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 664.7   6.3  17:47.37 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 352.9   6.3  18:09.50 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 375.0   6.3  18:31.49 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 687.5   6.3  18:53.95 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 358.8   6.3  19:16.19 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 329.4   6.3  19:38.42 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 488.2   6.3  20:01.07 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 375.0   6.3  20:23.45 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 347.1   6.3  20:45.50 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 376.5   6.3  21:08.08 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 347.1   6.3  21:29.98 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 347.1   6.3  21:52.27 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 394.1   6.3  22:14.49 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 364.7   6.3  22:37.13 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 358.8   6.3  22:59.42 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 358.8   6.3  23:21.62 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 437.5   6.3  23:44.43 ego-host
 961662 root      20   0   34.0g  31.4g  31.4g S 387.5   6.3  24:06.88 ego-host
 961662 root      20   0       0      0      0 R 100.0   0.0  24:21.52 ego-host
