PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
1104640 root      20   0   32.1g  77080   5748 R  76.5   0.0   0:00.13 ego-host
1104640 root      20   0   32.1g   7.0g   6.9g R  94.1   1.4   0:05.32 ego-host
1104640 root      20   0   32.1g  13.9g  13.9g R 100.0   2.8   0:10.52 ego-host
1104640 root      20   0   32.1g  20.8g  20.8g R 100.0   4.2   0:15.71 ego-host
1104640 root      20   0   32.1g  27.8g  27.7g R  94.1   5.6   0:20.89 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S  94.1   6.3   0:27.58 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 100.0   6.3   0:35.43 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 182.4   6.3   0:45.10 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 194.1   6.3   0:55.05 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 188.2   6.3   1:07.35 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 187.5   6.3   1:17.32 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 194.1   6.3   1:29.48 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 194.1   6.3   1:41.76 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 188.2   6.3   1:51.77 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 206.2   6.3   2:04.24 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 181.2   6.3   2:16.51 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 176.5   6.3   2:26.06 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 182.4   6.3   2:38.21 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 182.4   6.3   2:50.70 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 188.2   6.3   3:00.46 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 188.2   6.3   3:12.89 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 188.2   6.3   3:22.88 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 176.5   6.3   3:35.21 ego-host
1104640 root      20   0   34.0g  31.4g  31.4g S 188.2   6.3   3:47.48 ego-host
